id,timesUsed,pageFaultAt,swappedOutAt
10,0,[23 54 115 193 423],[43 78 138 218 441]
17,0,[8 80 125 251 366 425],[33 105 155 276 391 444]
18,0,[13 79 155 200 276 314 369 406 440],[37 104 180 229 303 338 396 430 464]
5,0,[428],[446]
46,0,[89 170 339 475],[113 201 361 498]
12,0,[0 41 231 280 464],[22 65 254 307 487]
19,0,[28 179 209 259 313 361 469],[48 206 237 284 337 389 494]
11,0,[37],[57]
40,0,[10 127 202 267 309 347 385 441 474],[35 157 231 298 331 374 409 465 497]
42,0,[44 140 278 322 379 478],[70 167 304 344 404 502]
7,0,[229 344],[251 370]
14,0,[3 68 227 405],[27 92 250 429]
26,0,[16 105 137 165 205 350 384 422 461],[38 126 164 196 234 377 407 440 480]
58,0,[180],[208]
43,0,[62 88 123 164 249 293 354 426 462],[87 112 147 195 273 315 382 445 481]
24,0,[17 43 74 103 133 243 291 352 390 420 452 482],[39 68 97 124 162 264 313 379 419 438 474 511]
8,0,[402],[425]
61,0,[331],[354]
50,0,[121 360 481],[143 387 509]
52,0,[419],[437]
30,0,[21 85 113 282 311 356 387 431 471],[41 110 134 309 334 384 413 452 495]
64,0,[169],[200]
51,0,[84 184 274 327],[106 209 302 351]
53,0,[77 447],[102 471]
45,0,[40 97 208 302 437],[64 120 236 323 461]
25,0,[33 90 141 261 326 358 400 446 476],[53 114 169 289 350 386 424 469 500]
21,0,[1 72 156 237 307 333 458 480],[23 94 184 259 328 356 478 508]
56,0,[399],[423]
0,0,[2],[26]
37,0,[42 114 139 197 241 279 321 378 410],[66 137 166 225 263 305 343 403 434]
15,0,[55 102 131 256 304],[79 123 158 280 326]
33,0,[9 70 159 195 265 343 375 404 432],[34 93 189 221 297 369 400 428 456]
49,0,[281],[308]
41,0,[5 65 112 134 166 206 244 284 415 439],[30 89 133 163 197 235 265 310 436 463]
59,0,[94 213],[118 240]
13,0,[19 110 186 250 318 389],[40 131 210 274 340 415]
22,0,[52 196 230 263 324 443],[75 224 253 292 348 466]
31,0,[22 48 75 117 153 236 264 338 377 456],[42 73 99 139 179 258 293 360 402 475]
48,0,[104 374 407 457],[125 399 431 476]
9,0,[142 348 466 511],[170 375 490]
39,0,[6 35 96 158 189 240 268 310 386 424 445 479 508],[32 55 119 188 215 262 299 333 410 443 468 503]
20,0,[38 66 124 215 436 487],[58 90 153 241 459]
35,0,[39 118 143 191 247 320 353 434 489],[62 140 173 217 268 341 381 457]
38,0,[27 73 147 188 221 273 315 351 382 444 490],[45 96 174 213 245 300 339 378 406 467]
54,0,[53 429 495],[77 447]
36,0,[36 58 132 174 234 292 340 396 468 497],[56 85 159 205 256 314 364 421 492]
44,0,[92 157 253 298 328 500],[115 186 278 320 352]
27,0,[11 99 201 238 262 305 435 459 502],[36 121 230 261 291 327 458 479]
28,0,[45 78 162 218 257 308 337 381 421 451 496],[72 103 191 244 281 330 358 405 439 473]
34,0,[111 138 167 235 303 438 467 494],[132 165 199 257 324 462 491]
32,0,[26 64 225 254 299 323 357 398 473 498],[44 88 249 279 321 347 385 422 496]
16,0,[34 106 217 245 289 391 463 509],[54 127 243 267 311 420 482]
23,0,[4 30 57 120 163 199 258 300 341 403 430 465 503],[28 49 84 142 193 227 282 322 366 426 451 489]
29,0,[49 93 119 173 210 297 334 364 409 491],[74 117 141 202 238 318 357 390 432]
47,0,[32 56 87 126 224 330 370 413 492],[52 80 111 156 247 353 398 435]
