id    arriveTime   executionTime   executionTimeLeft   waitTime
199   323          1               0                   0
103   324          1               0                   0
96    324          1               0                   1
222   326          1               0                   0
110   330          1               0                   0
185   331          1               0                   0
98    333          1               0                   0
160   334          1               0                   0
170   337          1               0                   0
205   342          1               0                   0
215   344          1               0                   0
80    348          1               0                   0
69    350          1               0                   0
7     351          1               0                   0
246   351          1               0                   1
18    352          1               0                   1
198   353          1               0                   1
44    354          1               0                   1
171   364          1               0                   0
254   373          1               0                   0
217   375          1               0                   0
151   375          1               0                   1
56    379          1               0                   0
245   381          1               0                   0
39    384          1               0                   0
26    384          1               0                   6
250   384          1               0                   1
118   385          1               0                   3
226   385          1               0                   2
49    385          1               0                   1
24    388          1               0                   1
189   391          1               0                   0
14    393          1               0                   0
74    395          1               0                   0
28    396          1               0                   0
0     397          1               0                   0
186   397          1               0                   1
187   403          1               0                   0
12    404          1               0                   0
85    406          1               0                   0
196   407          1               0                   0
192   407          1               0                   1
207   410          1               0                   0
197   411          1               0                   0
40    412          1               0                   0
142   413          1               0                   0
81    413          1               0                   1
13    414          1               0                   1
237   416          1               0                   0
23    417          1               0                   0
216   417          1               0                   5
208   417          1               0                   1
179   418          1               0                   2
58    418          1               0                   1
107   420          1               0                   1
152   425          1               0                   0
105   425          1               0                   1
242   435          1               0                   0
149   439          1               0                   0
35    440          1               0                   0
147   443          1               0                   0
92    444          1               0                   0
248   445          1               0                   0
20    446          1               0                   0
145   447          1               0                   0
153   448          1               0                   0
120   450          1               0                   0
212   453          1               0                   0
29    458          1               0                   0
15    459          1               0                   0
161   460          1               0                   0
6     463          1               0                   0
172   468          1               0                   0
225   469          1               0                   0
21    474          1               0                   0
125   474          1               0                   1
195   477          1               0                   0
116   477          1               0                   1
72    478          1               0                   1
83    479          1               0                   1
109   490          1               0                   0
99    491          1               0                   0
234   492          1               0                   0
115   492          1               0                   1
52    493          1               0                   1
223   495          1               0                   0
180   497          1               0                   0
218   503          1               0                   0
75    505          1               0                   0
121   507          1               0                   0
220   507          1               0                   1
175   511          1               0                   0
