id    arriveTime   executionTime   executionTimeLeft   waitTime
236   0            14              0                   0
134   1            24              0                   2092
223   1            30              0                   3289
69    1            28              0                   2886
248   2            31              0                   3714
15    2            9               0                   517
106   2            13              0                   738
165   3            30              0                   3377
219   4            23              0                   1995
109   4            9               0                   434
194   4            31              0                   3681
92    5            12              0                   649
166   6            3               0                   9
199   7            16              0                   1055
13    7            5               0                   11
53    7            10              0                   550
14    9            16              0                   973
201   9            13              0                   718
149   9            7               0                   287
3     9            22              0                   1696
39    10           10              0                   537
54    10           15              0                   896
163   10           26              0                   2581
91    11           24              0                   2202
220   11           1               0                   3
227   13           27              0                   2711
184   14           8               0                   358
119   14           23              0                   2008
177   14           20              0                   1482
212   15           30              0                   3395
179   15           9               0                   495
181   15           9               0                   513
197   16           20              0                   1500
252   16           19              0                   1401
162   17           11              0                   582
74    18           17              0                   1060
214   18           24              0                   2027
42    19           30              0                   3451
52    20           11              0                   557
32    21           17              0                   1091
169   21           4               0                   2
161   22           19              0                   1338
233   23           4               0                   5
95    24           8               0                   300
235   25           6               0                   144
122   26           29              0                   3205
11    26           23              0                   1904
229   26           1               0                   1
135   26           9               0                   448
157   26           6               0                   173
86    27           11              0                   605
160   28           5               0                   49
101   29           17              0                   1134
180   30           29              0                   2998
230   31           17              0                   1149
118   31           4               0                   1
25    31           6               0                   204
255   31           13              0                   722
23    31           26              0                   2482
182   31           28              0                   2884
97    31           13              0                   735
237   31           30              0                   3319
190   33           21              0                   1587
22    34           20              0                   1422
196   34           14              0                   843
112   35           21              0                   1606
243   35           25              0                   2251
167   35           8               0                   369
216   35           4               0                   9
145   35           15              0                   916
33    36           1               0                   0
253   36           4               0                   1
200   36           9               0                   393
81    38           14              0                   755
40    38           3               0                   3
128   38           23              0                   1800
222   39           24              0                   2030
164   39           32              0                   3836
176   40           18              0                   1175
171   40           4               0                   9
117   40           27              0                   2657
115   42           22              0                   1641
209   42           13              0                   672
127   43           7               0                   211
99    44           11              0                   544
48    44           24              0                   2073
210   44           6               0                   131
218   45           15              0                   846
156   45           1               0                   3
221   46           5               0                   21
78    47           6               0                   116
241   47           9               0                   400
138   49           24              0                   2092
68    49           4               0                   4
84    50           22              0                   1699
215   50           24              0                   2115
224   50           7               0                   225
151   52           4               0                   9
205   52           7               0                   237
12    52           31              0                   3509
24    52           6               0                   135
242   52           29              0                   3034
27    53           28              0                   2918
50    54           20              0                   1382
31    54           11              0                   567
93    54           12              0                   612
137   54           32              0                   3853
217   54           6               0                   151
240   55           32              0                   3788
80    55           19              0                   1343
178   56           8               0                   324
142   56           23              0                   1920
174   56           21              0                   1522
2     57           14              0                   778
203   57           3               0                   0
213   58           28              0                   2885
9     58           6               0                   159
148   58           6               0                   165
158   58           29              0                   3115
189   58           23              0                   1895
18    59           1               0                   1
204   60           27              0                   2691
187   61           9               0                   431
206   61           27              0                   2609
55    62           30              0                   3438
102   63           32              0                   3716
85    64           5               0                   8
65    64           12              0                   626
228   65           32              0                   3906
111   65           2               0                   0
246   66           29              0                   2991
130   67           12              0                   635
191   68           15              0                   868
47    69           26              0                   2548
250   70           6               0                   171
249   71           20              0                   1405
83    71           31              0                   3459
150   72           5               0                   10
49    72           29              0                   3072
94    73           10              0                   494
254   73           7               0                   237
152   73           27              0                   2759
16    74           30              0                   3186
104   74           28              0                   2785
71    75           8               0                   337
114   75           32              0                   3672
64    76           7               0                   241
107   76           22              0                   1717
153   76           14              0                   703
132   77           18              0                   1120
116   77           25              0                   2259
143   78           23              0                   1737
131   78           9               0                   342
211   79           25              0                   2357
21    79           5               0                   58
123   79           7               0                   168
103   79           16              0                   887
183   80           14              0                   727
58    80           17              0                   1015
75    81           25              0                   2180
34    81           26              0                   2380
51    81           23              0                   1780
67    81           30              0                   3359
46    81           21              0                   1455
141   82           19              0                   1259
0     82           27              0                   2723
87    82           24              0                   2155
1     82           8               0                   250
125   83           4               0                   4
90    83           8               0                   257
98    83           6               0                   74
129   83           23              0                   1801
172   83           4               0                   11
113   84           29              0                   3031
208   84           16              0                   930
66    85           7               0                   176
126   86           16              0                   912
147   89           27              0                   2554
61    90           25              0                   2221
175   91           4               0                   7
207   91           18              0                   1142
192   91           1               0                   0
5     92           2               0                   0
37    93           25              0                   2318
124   94           11              0                   516
202   95           22              0                   1632
232   95           7               0                   173
120   96           5               0                   36
45    96           29              0                   3106
193   96           6               0                   85
159   97           6               0                   96
234   98           4               0                   15
7     98           7               0                   184
56    98           9               0                   358
108   98           10              0                   439
82    98           18              0                   1153
79    98           31              0                   3525
239   99           4               0                   20
244   100          21              0                   1499
226   100          3               0                   2
38    101          17              0                   1028
29    101          4               0                   25
72    102          29              0                   2897
41    102          18              0                   1167
17    102          3               0                   3
144   102          17              0                   1044
57    103          9               0                   362
35    104          25              0                   2257
231   104          31              0                   3550
247   104          16              0                   926
133   105          15              0                   816
28    107          2               0                   1
173   107          23              0                   1800
10    109          1               0                   1
26    110          27              0                   2668
96    110          24              0                   2079
245   110          18              0                   1213
110   110          32              0                   3829
44    111          21              0                   1551
63    111          2               0                   0
60    111          30              0                   3209
185   112          6               0                   99
19    112          8               0                   236
136   113          8               0                   243
89    113          21              0                   1444
70    113          8               0                   251
251   114          14              0                   707
36    114          26              0                   2451
105   115          1               0                   2
170   115          5               0                   32
154   116          18              0                   1189
59    116          14              0                   733
195   116          1               0                   2
77    117          22              0                   1654
186   117          26              0                   2370
8     117          16              0                   929
146   118          19              0                   1261
4     119          32              0                   3692
121   119          26              0                   2420
168   119          5               0                   33
225   120          18              0                   1167
139   121          5               0                   21
238   122          9               0                   361
155   122          6               0                   107
88    122          8               0                   266
100   123          7               0                   180
73    123          2               0                   1
43    123          31              0                   3469
6     123          1               0                   0
30    123          8               0                   273
188   126          9               0                   375
76    126          11              0                   517
198   126          14              0                   737
20    127          12              0                   551
140   127          2               0                   3
62    128          25              0                   2258
