id    arriveTime   executionTime   executionTimeLeft   waitTime
87    2            11              0                   0
81    5            8               0                   30
116   7            2               0                   6
109   7            2               0                   8
210   10           8               0                   50
6     12           8               0                   8
1     12           13              0                   1345
121   14           3               0                   3
5     18           14              0                   1572
7     20           14              0                   1556
163   21           8               0                   555
194   27           4               0                   1
235   31           3               0                   1
4     35           8               0                   8
244   39           12              0                   1144
34    41           8               0                   371
170   44           1               0                   7
64    46           1               0                   6
8     48           14              0                   1402
123   51           7               0                   2
97    54           15              0                   1750
143   61           6               0                   22
218   61           3               0                   9
57    62           5               0                   11
139   66           5               0                   12
175   67           16              0                   2078
14    67           12              0                   1008
251   68           2               0                   0
104   71           7               0                   18
171   73           11              0                   955
167   75           10              0                   845
179   75           16              0                   2198
133   76           9               0                   634
79    77           9               0                   579
245   79           11              0                   905
137   80           9               0                   612
158   81           8               0                   179
118   86           13              0                   1232
52    91           4               0                   5
168   97           5               0                   5
27    99           2               0                   1
56    99           6               0                   94
215   103          3               0                   4
18    108          5               0                   2
242   109          12              0                   1026
185   113          5               0                   2
105   113          12              0                   1034
119   115          10              0                   755
201   117          5               0                   3
207   117          5               0                   16
229   119          6               0                   34
136   121          16              0                   2136
71    121          9               0                   661
41    121          6               0                   44
166   121          4               0                   4
227   122          4               0                   7
164   124          14              0                   1536
128   124          12              0                   1083
62    126          15              0                   1633
108   130          6               0                   13
200   134          13              0                   1262
149   135          4               0                   3
47    139          13              0                   1270
233   140          1               0                   2
161   140          9               0                   543
32    142          7               0                   93
250   147          4               0                   2
177   149          6               0                   10
186   151          7               0                   67
184   151          7               0                   98
228   153          8               0                   136
183   156          14              0                   1546
29    158          15              0                   1616
15    164          6               0                   17
253   166          14              0                   1508
93    167          16              0                   1994
243   169          4               0                   4
113   171          2               0                   0
16    174          3               0                   4
54    174          13              0                   1157
169   174          1               0                   3
80    177          15              0                   1612
216   177          10              0                   683
91    179          12              0                   944
247   180          6               0                   7
78    181          12              0                   918
254   183          9               0                   536
144   183          9               0                   563
132   185          8               0                   423
159   185          16              0                   2104
28    185          8               0                   407
145   189          15              0                   1690
107   192          9               0                   581
176   194          7               0                   48
138   195          8               0                   437
188   196          14              0                   1436
209   196          8               0                   356
131   197          10              0                   703
193   198          6               0                   1
152   200          14              0                   1488
174   200          10              0                   710
187   205          5               0                   0
172   206          12              0                   1025
130   208          16              0                   2017
154   209          5               0                   1
70    214          14              0                   1516
211   215          3               0                   0
115   217          14              0                   1205
19    220          1               0                   5
66    224          5               0                   6
111   226          4               0                   0
94    227          14              0                   1237
246   230          15              0                   1679
181   231          8               0                   353
21    232          8               0                   68
180   233          11              0                   718
240   236          11              0                   726
83    237          10              0                   573
44    239          12              0                   956
160   244          16              0                   1773
150   251          4               0                   5
76    257          10              0                   543
106   261          14              0                   1287
84    264          7               0                   18
203   265          16              0                   1816
75    266          6               0                   2
90    269          6               0                   5
10    274          10              0                   556
126   277          15              0                   1662
30    277          2               0                   3
140   288          13              0                   991
25    291          2               0                   6
198   292          11              0                   681
120   298          16              0                   1831
199   299          9               0                   375
146   299          1               0                   0
2     301          15              0                   1518
165   307          3               0                   1
205   308          14              0                   1198
33    310          8               0                   110
51    310          6               0                   1
237   310          14              0                   1126
50    311          9               0                   390
162   313          4               0                   4
225   313          8               0                   303
26    313          14              0                   1403
36    316          5               0                   5
49    318          15              0                   1546
239   319          12              0                   768
122   322          1               0                   4
212   326          6               0                   1
238   327          15              0                   1522
12    329          3               0                   4
38    330          5               0                   6
88    334          12              0                   777
20    336          7               0                   52
65    337          6               0                   5
68    337          6               0                   11
117   338          14              0                   1224
191   339          1               0                   2
55    339          8               0                   301
42    340          16              0                   1773
60    343          7               0                   29
156   347          7               0                   32
102   347          13              0                   997
95    348          6               0                   12
249   349          11              0                   657
182   351          3               0                   3
217   353          3               0                   4
37    356          8               0                   172
92    359          12              0                   800
221   361          14              0                   1117
74    362          9               0                   393
77    363          6               0                   3
195   365          16              0                   1700
252   366          14              0                   1168
45    367          9               0                   397
234   371          16              0                   1806
192   372          7               0                   31
31    375          10              0                   505
241   375          11              0                   642
63    377          15              0                   1577
53    378          13              0                   992
151   380          2               0                   6
157   382          16              0                   1811
69    383          15              0                   1361
85    383          8               0                   185
23    383          15              0                   1451
99    384          14              0                   1234
9     384          10              0                   506
89    387          14              0                   1217
46    389          16              0                   1580
190   390          9               0                   401
208   390          8               0                   170
148   392          9               0                   336
124   393          6               0                   2
189   393          9               0                   344
197   399          2               0                   2
213   400          14              0                   1120
35    406          12              0                   813
204   408          2               0                   2
135   410          16              0                   1687
222   413          16              0                   1796
103   418          8               0                   182
196   419          12              0                   824
226   420          12              0                   835
231   421          6               0                   7
142   421          16              0                   1580
223   422          6               0                   17
147   424          16              0                   1561
43    428          8               0                   196
141   429          5               0                   5
86    431          13              0                   952
72    431          15              0                   1463
230   431          7               0                   14
67    435          10              0                   495
114   436          8               0                   212
39    445          12              0                   822
40    445          11              0                   550
101   448          6               0                   4
178   451          11              0                   489
127   452          14              0                   1194
100   453          12              0                   586
220   455          6               0                   15
112   456          12              0                   715
173   456          12              0                   595
11    457          5               0                   1
206   457          16              0                   1576
248   461          10              0                   359
224   462          3               0                   1
214   463          3               0                   3
219   466          10              0                   374
0     468          1               0                   1
22    473          4               0                   3
82    476          5               0                   7
134   476          12              0                   587
61    480          16              0                   1761
96    480          3               0                   0
155   482          7               0                   23
48    485          6               0                   6
13    486          3               0                   2
232   486          10              0                   364
24    488          9               0                   177
73    489          7               0                   25
17    492          2               0                   5
125   494          5               0                   5
236   494          15              0                   1430
3     494          16              0                   1555
58    499          13              0                   793
110   500          1               0                   4
129   501          8               0                   35
98    508          8               0                   36
202   510          13              0                   795
59    511          14              0                   981
153   511          7               0                   10
255   511          2               0                   1
