id    arriveTime   executionTime   executionTimeLeft   waitTime
103   0            5               0                   0
125   1            6               0                   272
237   1            9               0                   595
173   1            16              0                   1893
127   1            8               0                   458
208   2            14              0                   1409
201   3            13              0                   1245
55    3            13              0                   1284
101   4            9               0                   583
79    4            1               0                   1
145   4            16              0                   2066
135   5            4               0                   186
122   5            3               0                   1
166   5            9               0                   654
186   5            12              0                   1154
169   6            12              0                   1129
143   6            3               0                   6
91    7            9               0                   688
114   7            7               0                   353
236   7            2               0                   3
140   8            1               0                   1
31    8            12              0                   1067
21    8            8               0                   515
246   9            14              0                   1416
23    9            11              0                   985
124   9            8               0                   522
197   9            16              0                   2077
108   10           16              0                   1916
116   11           9               0                   639
138   11           14              0                   1610
141   12           14              0                   1539
191   12           13              0                   1184
249   13           1               0                   2
98    13           8               0                   558
170   13           4               0                   170
220   13           14              0                   1510
93    13           5               0                   226
222   13           15              0                   1652
42    14           10              0                   709
87    14           10              0                   729
6     14           7               0                   332
227   15           6               0                   234
212   15           8               0                   452
128   15           8               0                   468
82    15           7               0                   359
35    15           4               0                   6
117   15           2               0                   1
230   16           14              0                   1367
83    17           16              0                   2037
62    18           3               0                   0
48    19           11              0                   898
238   19           6               0                   260
51    20           14              0                   1475
210   22           14              0                   1417
176   22           7               0                   373
4     22           12              0                   1029
77    23           12              0                   1040
56    23           4               0                   148
196   23           14              0                   1542
70    23           2               0                   2
190   24           7               0                   413
216   24           16              0                   1982
157   24           9               0                   653
11    25           15              0                   1775
161   25           9               0                   661
28    26           1               0                   1
39    26           4               0                   149
243   27           12              0                   1060
119   27           2               0                   1
1     27           16              0                   1931
58    27           8               0                   552
144   27           10              0                   826
7     27           15              0                   1623
187   28           15              0                   1712
136   29           3               0                   1
12    29           16              0                   2073
84    29           3               0                   4
207   30           14              0                   1311
66    30           11              0                   843
69    31           15              0                   1649
198   31           3               0                   5
29    31           6               0                   224
233   32           4               0                   10
109   33           4               0                   58
126   33           12              0                   1006
54    34           13              0                   1175
150   34           4               0                   133
105   35           4               0                   18
215   36           6               0                   231
203   37           14              0                   1430
218   37           15              0                   1718
49    38           3               0                   1
14    38           8               0                   437
168   38           7               0                   350
8     38           8               0                   525
177   39           7               0                   363
43    39           4               0                   18
228   39           16              0                   1983
165   39           10              0                   734
160   39           8               0                   476
52    41           14              0                   1412
60    42           14              0                   1355
167   42           11              0                   864
159   43           3               0                   6
96    44           13              0                   1178
22    45           1               0                   1
148   46           14              0                   1533
221   46           4               0                   133
3     47           2               0                   0
68    49           11              0                   890
179   49           14              0                   1432
223   51           1               0                   1
92    51           4               0                   136
38    52           10              0                   811
9     52           7               0                   364
217   53           14              0                   1554
89    54           10              0                   749
132   55           8               0                   492
229   55           15              0                   1760
156   56           12              0                   1067
152   56           10              0                   737
80    56           14              0                   1453
142   57           4               0                   23
85    58           9               0                   610
175   58           1               0                   3
182   59           15              0                   1726
57    59           3               0                   3
147   59           6               0                   256
115   59           3               0                   8
74    60           10              0                   763
47    60           13              0                   1214
94    61           6               0                   260
232   62           7               0                   382
178   63           2               0                   2
67    65           11              0                   896
130   65           5               0                   169
107   68           11              0                   915
213   68           1               0                   2
248   68           4               0                   91
194   69           1               0                   2
239   69           14              0                   1524
32    70           13              0                   1230
134   71           15              0                   1699
163   71           6               0                   190
181   72           3               0                   0
5     73           3               0                   4
100   73           1               0                   2
59    74           16              0                   1756
235   75           1               0                   1
53    75           12              0                   1072
200   76           10              0                   767
131   76           11              0                   929
90    77           6               0                   250
88    77           15              0                   1648
76    77           14              0                   1278
211   79           5               0                   165
78    80           9               0                   624
111   80           4               0                   115
231   80           15              0                   1615
75    81           12              0                   1090
219   82           1               0                   2
26    82           6               0                   251
146   82           4               0                   3
24    84           8               0                   367
183   84           7               0                   255
81    84           10              0                   629
205   85           16              0                   1777
61    87           2               0                   2
254   87           12              0                   940
123   88           5               0                   116
46    90           15              0                   1620
63    91           4               0                   8
226   91           4               0                   56
252   91           13              0                   1092
10    91           10              0                   642
199   92           14              0                   1277
209   93           5               0                   116
164   93           7               0                   260
2     94           11              0                   790
174   95           2               0                   0
242   95           13              0                   1166
250   95           16              0                   1751
204   95           10              0                   658
180   96           11              0                   799
245   96           16              0                   1942
244   97           12              0                   1014
30    97           1               0                   0
234   97           7               0                   270
120   98           1               0                   0
95    99           16              0                   1811
137   99           16              0                   1779
225   100          9               0                   505
65    101          4               0                   50
18    102          2               0                   2
13    102          1               0                   1
158   102          16              0                   1888
33    102          3               0                   14
214   103          7               0                   278
112   103          2               0                   3
45    103          14              0                   1224
41    103          2               0                   6
64    105          11              0                   867
44    105          2               0                   7
153   105          11              0                   911
195   105          5               0                   109
206   106          8               0                   385
171   107          9               0                   507
99    107          10              0                   656
129   107          7               0                   302
155   108          4               0                   47
36    108          2               0                   6
27    108          1               0                   0
139   109          8               0                   398
241   109          3               0                   14
247   109          3               0                   32
149   110          10              0                   673
121   111          16              0                   1831
50    111          1               0                   0
16    111          16              0                   1863
224   111          6               0                   174
37    112          3               0                   17
72    112          5               0                   107
240   112          3               0                   26
162   113          9               0                   510
202   113          10              0                   700
110   114          14              0                   1199
104   115          12              0                   984
97    116          9               0                   516
192   116          11              0                   812
154   117          6               0                   174
25    118          9               0                   523
193   119          2               0                   0
40    119          13              0                   1116
86    120          2               0                   1
19    121          11              0                   829
20    122          3               0                   10
106   122          3               0                   13
151   122          8               0                   417
0     122          6               0                   175
17    123          15              0                   1512
118   123          7               0                   300
102   123          16              0                   1995
253   123          14              0                   1414
73    123          10              0                   710
255   124          5               0                   100
133   124          6               0                   179
189   124          5               0                   75
188   124          8               0                   431
172   125          3               0                   19
185   126          6               0                   183
15    126          5               0                   103
71    126          4               0                   37
184   126          1               0                   0
34    127          2               0                   0
113   127          7               0                   303
251   128          8               0                   371
