id    arriveTime   executionTime   executionTimeLeft   waitTime
71    0            29              0                   0
99    2            28              0                   1802
68    7            4               0                   22
51    17           31              0                   2056
17    24           4               0                   9
8     26           31              0                   1954
15    27           10              0                   10
16    27           22              0                   1039
85    28           27              0                   1554
81    30           31              0                   1981
98    33           26              0                   1419
62    34           25              0                   1318
103   35           22              0                   12
39    37           26              0                   1467
37    39           26              0                   1491
122   49           24              0                   1156
1     51           15              0                   52
106   57           26              0                   1499
10    66           8               0                   3
84    69           32              0                   2035
96    69           12              0                   8
47    77           25              0                   1200
100   80           20              0                   758
50    83           31              0                   1959
2     83           29              0                   1749
92    84           14              0                   5
120   89           19              0                   654
116   111          8               0                   7
72    112          13              0                   14
55    114          16              0                   36
46    115          17              0                   486
69    115          20              0                   743
75    119          18              0                   533
102   120          29              0                   1741
74    128          18              0                   560
59    130          24              0                   1123
38    130          11              0                   9
125   131          23              0                   1003
70    132          28              0                   1644
41    133          19              0                   667
65    133          18              0                   573
48    135          20              0                   743
58    150          24              0                   1079
7     152          24              0                   1005
3     154          14              0                   88
40    155          14              0                   65
43    161          9               0                   5
33    161          14              0                   45
113   170          16              0                   270
67    173          2               0                   2
86    175          4               0                   2
20    177          10              0                   4
118   181          25              0                   1146
127   185          28              0                   1479
32    185          21              0                   775
52    189          6               0                   2
83    190          6               0                   10
94    194          3               0                   3
93    197          24              0                   984
53    205          26              0                   1273
5     213          32              0                   1955
95    214          32              0                   1922
23    219          17              0                   365
35    228          1               0                   6
101   234          7               0                   1
0     243          13              0                   31
107   245          13              0                   118
44    251          21              0                   772
78    252          2               0                   4
14    256          30              0                   1664
87    256          13              0                   85
24    258          3               0                   0
45    261          6               0                   0
126   264          2               0                   3
49    265          28              0                   1427
12    266          3               0                   3
104   270          2               0                   2
91    274          28              0                   1446
66    275          11              0                   19
77    278          17              0                   357
121   278          3               0                   9
11    279          18              0                   391
57    279          21              0                   723
6     288          4               0                   2
110   302          9               0                   3
73    307          12              0                   22
117   309          22              0                   735
9     311          9               0                   9
111   313          23              0                   775
18    314          6               0                   0
21    320          23              0                   791
13    335          19              0                   427
63    341          28              0                   1407
108   344          9               0                   10
31    354          17              0                   264
26    363          30              0                   1527
80    369          30              0                   1581
4     373          12              0                   11
56    373          8               0                   3
79    376          25              0                   1026
29    378          15              0                   47
30    383          20              0                   515
54    387          11              0                   9
112   388          12              0                   19
61    393          19              0                   388
97    409          6               0                   10
82    413          21              0                   568
64    424          25              0                   878
36    445          10              0                   11
42    449          27              0                   1160
76    450          25              0                   977
105   452          19              0                   367
123   453          21              0                   465
19    454          17              0                   96
34    454          21              0                   485
25    457          2               0                   9
115   458          25              0                   919
60    459          9               0                   9
89    466          11              0                   18
28    469          7               0                   8
114   480          28              0                   1156
124   484          15              0                   35
22    486          17              0                   81
27    489          8               0                   6
90    490          16              0                   44
109   494          19              0                   230
88    494          13              0                   9
119   512          3               0                   4
